game_id,position,home_team,home_team_pim,away_team,away_team_pim,outcome,avg_pim_by_position/game
2017020339,D,Buffalo Sabres,2,Edmonton Oilers,2,home win REG,6.016522423288749
2017020339,W,Buffalo Sabres,2,Edmonton Oilers,2,home win REG,6.182533438237608
2017020003,C,Edmonton Oilers,0,Calgary Flames,0,home win REG,4.479150275373722
2017020003,D,Edmonton Oilers,2,Calgary Flames,2,home win REG,6.016522423288749
2017020003,W,Edmonton Oilers,5,Calgary Flames,7,home win REG,6.182533438237608
2017021211,C,Pittsburgh Penguins,2,Montreal Canadiens,2,home win REG,4.479150275373722
2017021211,D,Pittsburgh Penguins,0,Montreal Canadiens,2,home win REG,6.016522423288749
2017021211,W,Pittsburgh Penguins,0,Montreal Canadiens,6,home win REG,6.182533438237608
2017020113,C,Ottawa Senators,0,Toronto Maple Leafs,0,home win REG,4.479150275373722
2017020113,D,Ottawa Senators,2,Toronto Maple Leafs,2,home win REG,6.016522423288749
2017020113,W,Ottawa Senators,2,Toronto Maple Leafs,0,home win REG,6.182533438237608
2017020518,C,New York Islanders,0,Detroit Red Wings,4,away win REG,4.479150275373722
2017020518,D,New York Islanders,2,Detroit Red Wings,0,away win REG,6.016522423288749
2017020518,W,New York Islanders,0,Detroit Red Wings,2,away win REG,6.182533438237608
2017020840,C,Winnipeg Jets,0,St Louis Blues,2,away win REG,4.479150275373722
2017020840,D,Winnipeg Jets,2,St Louis Blues,4,away win REG,6.016522423288749
2017020840,W,Winnipeg Jets,2,St Louis Blues,2,away win REG,6.182533438237608
2017020212,C,San Jose Sharks,0,Anaheim Ducks,2,home win SO,4.479150275373722
2017020212,D,San Jose Sharks,2,Anaheim Ducks,2,home win SO,6.016522423288749
2017020212,W,San Jose Sharks,0,Anaheim Ducks,2,home win SO,6.182533438237608
2017020117,C,Columbus Blue Jackets,0,Los Angeles Kings,2,away win REG,4.479150275373722
2017020117,D,Columbus Blue Jackets,2,Los Angeles Kings,2,away win REG,6.016522423288749
2017020117,W,Columbus Blue Jackets,2,Los Angeles Kings,2,away win REG,6.182533438237608
2017020870,C,Detroit Red Wings,2,Anaheim Ducks,0,home win REG,4.479150275373722
2017020870,D,Detroit Red Wings,4,Anaheim Ducks,2,home win REG,6.016522423288749
2017020870,W,Detroit Red Wings,2,Anaheim Ducks,2,home win REG,6.182533438237608
2017020304,C,San Jose Sharks,4,Boston Bruins,4,away win REG,4.479150275373722
2017020304,D,San Jose Sharks,0,Boston Bruins,4,away win REG,6.016522423288749
2017020304,W,San Jose Sharks,2,Boston Bruins,0,away win REG,6.182533438237608
2017020365,C,Winnipeg Jets,0,Minnesota Wild,0,home win REG,4.479150275373722
2017020365,D,Winnipeg Jets,2,Minnesota Wild,20,home win REG,6.016522423288749
2017020365,W,Winnipeg Jets,9,Minnesota Wild,9,home win REG,6.182533438237608
2017020983,C,Boston Bruins,4,Pittsburgh Penguins,4,home win REG,4.479150275373722
2017020983,D,Boston Bruins,9,Pittsburgh Penguins,15,home win REG,6.016522423288749
2017020983,W,Boston Bruins,4,Pittsburgh Penguins,0,home win REG,6.182533438237608
2017020782,C,Nashville Predators,0,Los Angeles Kings,2,home win REG,4.479150275373722
2017020782,D,Nashville Predators,4,Los Angeles Kings,2,home win REG,6.016522423288749
2017020782,W,Nashville Predators,0,Los Angeles Kings,2,home win REG,6.182533438237608
2017021159,C,New York Rangers,7,Buffalo Sabres,6,home win REG,4.479150275373722
2017021159,D,New York Rangers,2,Buffalo Sabres,5,home win REG,6.016522423288749
2017021159,W,New York Rangers,2,Buffalo Sabres,0,home win REG,6.182533438237608
2017020817,C,Detroit Red Wings,2,Boston Bruins,2,away win REG,4.479150275373722
2017020817,D,Detroit Red Wings,2,Boston Bruins,4,away win REG,6.016522423288749
2017020817,W,Detroit Red Wings,2,Boston Bruins,0,away win REG,6.182533438237608
2017020412,C,Washington Capitals,4,San Jose Sharks,7,home win REG,4.479150275373722
2017020412,D,Washington Capitals,4,San Jose Sharks,21,home win REG,6.016522423288749
2017020412,W,Washington Capitals,12,San Jose Sharks,11,home win REG,6.182533438237608
2017020723,C,Winnipeg Jets,0,Vancouver Canucks,0,home win REG,4.479150275373722
2017020723,D,Winnipeg Jets,2,Vancouver Canucks,0,home win REG,6.016522423288749
2017020723,W,Winnipeg Jets,2,Vancouver Canucks,2,home win REG,6.182533438237608
2017021190,C,Boston Bruins,6,Tampa Bay Lightning,10,home win REG,4.479150275373722
2017021190,D,Boston Bruins,4,Tampa Bay Lightning,5,home win REG,6.016522423288749
2017021190,W,Boston Bruins,9,Tampa Bay Lightning,4,home win REG,6.182533438237608
2017020337,C,Anaheim Ducks,2,Winnipeg Jets,2,away win REG,4.479150275373722
2017020337,D,Anaheim Ducks,2,Winnipeg Jets,4,away win REG,6.016522423288749
2017020337,W,Anaheim Ducks,4,Winnipeg Jets,0,away win REG,6.182533438237608
2017020896,C,Minnesota Wild,0,Anaheim Ducks,4,away win SO,4.479150275373722
2017020896,D,Minnesota Wild,7,Anaheim Ducks,2,away win SO,6.016522423288749
2017020896,W,Minnesota Wild,4,Anaheim Ducks,5,away win SO,6.182533438237608
2017020835,C,New York Islanders,0,Detroit Red Wings,0,home win OT,4.479150275373722
2017020835,D,New York Islanders,7,Detroit Red Wings,0,home win OT,6.016522423288749
2017020835,W,New York Islanders,0,Detroit Red Wings,19,home win OT,6.182533438237608
2017020496,C,Minnesota Wild,4,Edmonton Oilers,2,away win REG,4.479150275373722
2017020496,D,Minnesota Wild,2,Edmonton Oilers,2,away win REG,6.016522423288749
2017020496,W,Minnesota Wild,6,Edmonton Oilers,4,away win REG,6.182533438237608
2017020927,C,Chicago Blackhawks,2,Ottawa Senators,0,home win SO,4.479150275373722
2017020927,D,Chicago Blackhawks,0,Ottawa Senators,2,home win SO,6.016522423288749
2017020927,W,Chicago Blackhawks,0,Ottawa Senators,2,home win SO,6.182533438237608
2017021059,C,Chicago Blackhawks,0,Boston Bruins,4,home win REG,4.479150275373722
2017021059,D,Chicago Blackhawks,0,Boston Bruins,6,home win REG,6.016522423288749
2017021059,W,Chicago Blackhawks,2,Boston Bruins,0,home win REG,6.182533438237608
2017020438,C,San Jose Sharks,0,Carolina Hurricanes,0,home win OT,4.479150275373722
2017020438,D,San Jose Sharks,6,Carolina Hurricanes,4,home win OT,6.016522423288749
2017020438,W,San Jose Sharks,0,Carolina Hurricanes,2,home win OT,6.182533438237608
2017020564,C,St Louis Blues,6,Nashville Predators,0,away win REG,4.479150275373722
2017020564,D,St Louis Blues,5,Nashville Predators,0,away win REG,6.016522423288749
2017020564,W,St Louis Blues,4,Nashville Predators,9,away win REG,6.182533438237608
2017020084,C,Washington Capitals,0,Toronto Maple Leafs,6,away win REG,4.479150275373722
2017020084,D,Washington Capitals,0,Toronto Maple Leafs,0,away win REG,6.016522423288749
2017020084,W,Washington Capitals,4,Toronto Maple Leafs,0,away win REG,6.182533438237608
2017020735,C,Detroit Red Wings,2,Philadelphia Flyers,0,away win OT,4.479150275373722
2017020735,D,Detroit Red Wings,0,Philadelphia Flyers,2,away win OT,6.016522423288749
2017020735,W,Detroit Red Wings,2,Philadelphia Flyers,2,away win OT,6.182533438237608
2017020145,C,Florida Panthers,7,Anaheim Ducks,0,home win REG,4.479150275373722
2017020145,D,Florida Panthers,4,Anaheim Ducks,7,home win REG,6.016522423288749
2017020145,W,Florida Panthers,0,Anaheim Ducks,4,home win REG,6.182533438237608
2017020789,C,Carolina Hurricanes,4,Detroit Red Wings,4,away win REG,4.479150275373722
2017020789,D,Carolina Hurricanes,0,Detroit Red Wings,0,away win REG,6.016522423288749
2017020789,W,Carolina Hurricanes,2,Detroit Red Wings,0,away win REG,6.182533438237608
2017021080,C,Edmonton Oilers,0,San Jose Sharks,0,away win OT,4.479150275373722
2017021080,D,Edmonton Oilers,0,San Jose Sharks,0,away win OT,6.016522423288749
2017021080,W,Edmonton Oilers,8,San Jose Sharks,2,away win OT,6.182533438237608
2017020630,C,Detroit Red Wings,0,Florida Panthers,2,home win REG,4.479150275373722
2017020630,D,Detroit Red Wings,0,Florida Panthers,4,home win REG,6.016522423288749
2017020630,W,Detroit Red Wings,4,Florida Panthers,0,home win REG,6.182533438237608
2017020354,C,St Louis Blues,0,Minnesota Wild,2,home win REG,4.479150275373722
2017020354,D,St Louis Blues,0,Minnesota Wild,8,home win REG,6.016522423288749
2017020354,W,St Louis Blues,11,Minnesota Wild,11,home win REG,6.182533438237608
2017020978,C,Montreal Canadiens,0,New York Islanders,0,home win REG,4.479150275373722
2017020978,D,Montreal Canadiens,0,New York Islanders,2,home win REG,6.016522423288749
2017020978,W,Montreal Canadiens,4,New York Islanders,2,home win REG,6.182533438237608
2017020127,C,Philadelphia Flyers,2,Anaheim Ducks,4,away win REG,4.479150275373722
2017020127,D,Philadelphia Flyers,9,Anaheim Ducks,9,away win REG,6.016522423288749
2017020127,W,Philadelphia Flyers,4,Anaheim Ducks,6,away win REG,6.182533438237608
2017020419,C,Detroit Red Wings,4,Winnipeg Jets,0,home win REG,4.479150275373722
2017020419,D,Detroit Red Wings,4,Winnipeg Jets,10,home win REG,6.016522423288749
2017020419,W,Detroit Red Wings,2,Winnipeg Jets,2,home win REG,6.182533438237608
2017020528,C,Calgary Flames,8,St Louis Blues,4,home win REG,4.479150275373722
2017020528,D,Calgary Flames,2,St Louis Blues,8,home win REG,6.016522423288749
2017020528,W,Calgary Flames,2,St Louis Blues,0,home win REG,6.182533438237608
2017021112,C,Philadelphia Flyers,9,Washington Capitals,2,home win REG,4.479150275373722
2017021112,D,Philadelphia Flyers,4,Washington Capitals,0,home win REG,6.016522423288749
2017021112,W,Philadelphia Flyers,0,Washington Capitals,11,home win REG,6.182533438237608
2017021133,C,Pittsburgh Penguins,4,Montreal Canadiens,0,home win REG,4.479150275373722
2017021133,D,Pittsburgh Penguins,7,Montreal Canadiens,2,home win REG,6.016522423288749
2017021133,W,Pittsburgh Penguins,0,Montreal Canadiens,9,home win REG,6.182533438237608
2017021256,C,Anaheim Ducks,0,Dallas Stars,2,home win REG,4.479150275373722
2017021256,D,Anaheim Ducks,0,Dallas Stars,0,home win REG,6.016522423288749
2017021256,W,Anaheim Ducks,2,Dallas Stars,6,home win REG,6.182533438237608
2017020727,C,New Jersey Devils,2,Detroit Red Wings,4,away win REG,4.479150275373722
2017020727,D,New Jersey Devils,2,Detroit Red Wings,2,away win REG,6.016522423288749
2017020727,W,New Jersey Devils,0,Detroit Red Wings,4,away win REG,6.182533438237608
2017020311,C,Toronto Maple Leafs,4,Arizona Coyotes,0,away win REG,4.479150275373722
2017020311,D,Toronto Maple Leafs,4,Arizona Coyotes,2,away win REG,6.016522423288749
2017020311,W,Toronto Maple Leafs,0,Arizona Coyotes,0,away win REG,6.182533438237608
2017020783,C,Winnipeg Jets,0,Vegas Golden Knights,0,away win OT,4.479150275373722
2017020783,D,Winnipeg Jets,2,Vegas Golden Knights,6,away win OT,6.016522423288749
2017020783,W,Winnipeg Jets,2,Vegas Golden Knights,0,away win OT,6.182533438237608
2017020734,C,Montreal Canadiens,0,Colorado Avalanche,0,home win REG,4.479150275373722
2017020734,D,Montreal Canadiens,6,Colorado Avalanche,2,home win REG,6.016522423288749
2017020734,W,Montreal Canadiens,2,Colorado Avalanche,6,home win REG,6.182533438237608
2017020047,C,Washington Capitals,0,Pittsburgh Penguins,4,away win REG,4.479150275373722
2017020047,D,Washington Capitals,8,Pittsburgh Penguins,2,away win REG,6.016522423288749
2017020047,W,Washington Capitals,2,Pittsburgh Penguins,2,away win REG,6.182533438237608
2017020398,C,Montreal Canadiens,0,Detroit Red Wings,0,home win REG,4.479150275373722
2017020398,D,Montreal Canadiens,0,Detroit Red Wings,2,home win REG,6.016522423288749
2017020398,W,Montreal Canadiens,4,Detroit Red Wings,4,home win REG,6.182533438237608
2017020405,C,Arizona Coyotes,2,New Jersey Devils,0,home win REG,4.479150275373722
2017020405,D,Arizona Coyotes,0,New Jersey Devils,2,home win REG,6.016522423288749
2017020405,W,Arizona Coyotes,4,New Jersey Devils,2,home win REG,6.182533438237608
2017021118,C,Montreal Canadiens,0,Florida Panthers,4,away win REG,4.479150275373722
2017021118,D,Montreal Canadiens,0,Florida Panthers,14,away win REG,6.016522423288749
2017021118,W,Montreal Canadiens,26,Florida Panthers,2,away win REG,6.182533438237608
2017020648,C,Montreal Canadiens,2,Vancouver Canucks,2,home win REG,4.479150275373722
2017020648,D,Montreal Canadiens,2,Vancouver Canucks,4,home win REG,6.016522423288749
2017020648,W,Montreal Canadiens,2,Vancouver Canucks,0,home win REG,6.182533438237608
2017020250,C,Boston Bruins,2,Toronto Maple Leafs,8,away win REG,4.479150275373722
2017020250,D,Boston Bruins,2,Toronto Maple Leafs,2,away win REG,6.016522423288749
2017020250,W,Boston Bruins,9,Toronto Maple Leafs,5,away win REG,6.182533438237608
2017020194,C,Colorado Avalanche,2,Carolina Hurricanes,2,home win REG,4.479150275373722
2017020194,D,Colorado Avalanche,2,Carolina Hurricanes,0,home win REG,6.016522423288749
2017020194,W,Colorado Avalanche,0,Carolina Hurricanes,0,home win REG,6.182533438237608
2017020677,C,Los Angeles Kings,5,Anaheim Ducks,2,away win REG,4.479150275373722
2017020677,D,Los Angeles Kings,9,Anaheim Ducks,5,away win REG,6.016522423288749
2017020677,W,Los Angeles Kings,5,Anaheim Ducks,12,away win REG,6.182533438237608
2017021192,C,New Jersey Devils,4,Pittsburgh Penguins,0,away win OT,4.479150275373722
2017021192,D,New Jersey Devils,2,Pittsburgh Penguins,11,away win OT,6.016522423288749
2017021192,W,New Jersey Devils,5,Pittsburgh Penguins,2,away win OT,6.182533438237608
2017021006,C,Arizona Coyotes,2,Ottawa Senators,4,home win REG,4.479150275373722
2017021006,D,Arizona Coyotes,2,Ottawa Senators,0,home win REG,6.016522423288749
2017021006,W,Arizona Coyotes,0,Ottawa Senators,2,home win REG,6.182533438237608
2017021165,C,Winnipeg Jets,4,Nashville Predators,2,home win SO,4.479150275373722
2017021165,D,Winnipeg Jets,4,Nashville Predators,8,home win SO,6.016522423288749
2017021165,W,Winnipeg Jets,4,Nashville Predators,4,home win SO,6.182533438237608
2017020445,C,Montreal Canadiens,0,Edmonton Oilers,2,away win REG,4.479150275373722
2017020445,D,Montreal Canadiens,2,Edmonton Oilers,7,away win REG,6.016522423288749
2017020445,W,Montreal Canadiens,11,Edmonton Oilers,2,away win REG,6.182533438237608
2017020917,C,Vegas Golden Knights,2,Anaheim Ducks,4,away win REG,4.479150275373722
2017020917,D,Vegas Golden Knights,0,Anaheim Ducks,0,away win REG,6.016522423288749
2017020917,W,Vegas Golden Knights,0,Anaheim Ducks,2,away win REG,6.182533438237608
2017020806,C,Montreal Canadiens,0,Ottawa Senators,0,home win REG,4.479150275373722
2017020806,D,Montreal Canadiens,0,Ottawa Senators,6,home win REG,6.016522423288749
2017020806,W,Montreal Canadiens,4,Ottawa Senators,2,home win REG,6.182533438237608
2017020537,C,Los Angeles Kings,2,Colorado Avalanche,2,home win OT,4.479150275373722
2017020537,D,Los Angeles Kings,2,Colorado Avalanche,0,home win OT,6.016522423288749
2017020537,W,Los Angeles Kings,2,Colorado Avalanche,4,home win OT,6.182533438237608
2017020236,C,Philadelphia Flyers,2,Chicago Blackhawks,6,home win REG,4.479150275373722
2017020236,D,Philadelphia Flyers,6,Chicago Blackhawks,0,home win REG,6.016522423288749
2017020236,W,Philadelphia Flyers,2,Chicago Blackhawks,0,home win REG,6.182533438237608
2017020096,C,New York Rangers,0,New York Islanders,0,away win SO,4.479150275373722
2017020096,D,New York Rangers,0,New York Islanders,0,away win SO,6.016522423288749
2017020096,W,New York Rangers,4,New York Islanders,2,away win SO,6.182533438237608
2017020519,C,New York Rangers,0,Anaheim Ducks,0,home win REG,4.479150275373722
2017020519,D,New York Rangers,0,Anaheim Ducks,2,home win REG,6.016522423288749
2017020519,W,New York Rangers,4,Anaheim Ducks,2,home win REG,6.182533438237608
2017020322,C,New Jersey Devils,4,Boston Bruins,4,away win SO,4.479150275373722
2017020322,D,New Jersey Devils,2,Boston Bruins,2,away win SO,6.016522423288749
2017020322,W,New Jersey Devils,4,Boston Bruins,2,away win SO,6.182533438237608
2017021109,C,Vegas Golden Knights,2,Calgary Flames,0,home win REG,4.479150275373722
2017021109,D,Vegas Golden Knights,2,Calgary Flames,2,home win REG,6.016522423288749
2017021109,W,Vegas Golden Knights,4,Calgary Flames,4,home win REG,6.182533438237608
2017020071,C,Chicago Blackhawks,6,Nashville Predators,8,home win OT,4.479150275373722
2017020071,D,Chicago Blackhawks,4,Nashville Predators,4,home win OT,6.016522423288749
2017020071,W,Chicago Blackhawks,2,Nashville Predators,4,home win OT,6.182533438237608
2017021102,C,Tampa Bay Lightning,2,Boston Bruins,4,away win REG,4.479150275373722
2017021102,D,Tampa Bay Lightning,6,Boston Bruins,4,away win REG,6.016522423288749
2017021102,W,Tampa Bay Lightning,0,Boston Bruins,0,away win REG,6.182533438237608
2017020788,C,Pittsburgh Penguins,4,Washington Capitals,4,home win REG,4.479150275373722
2017020788,D,Pittsburgh Penguins,2,Washington Capitals,2,home win REG,6.016522423288749
2017020788,W,Pittsburgh Penguins,2,Washington Capitals,4,home win REG,6.182533438237608
2017020851,C,San Jose Sharks,2,Edmonton Oilers,0,home win REG,4.479150275373722
2017020851,D,San Jose Sharks,2,Edmonton Oilers,0,home win REG,6.016522423288749
2017020851,W,San Jose Sharks,2,Edmonton Oilers,2,home win REG,6.182533438237608
2017020245,C,Columbus Blue Jackets,2,Carolina Hurricanes,0,away win REG,4.479150275373722
2017020245,D,Columbus Blue Jackets,0,Carolina Hurricanes,2,away win REG,6.016522423288749
2017020245,W,Columbus Blue Jackets,0,Carolina Hurricanes,2,away win REG,6.182533438237608
2017020943,C,St Louis Blues,0,Winnipeg Jets,2,away win REG,4.479150275373722
2017020943,D,St Louis Blues,4,Winnipeg Jets,4,away win REG,6.016522423288749
2017020943,W,St Louis Blues,8,Winnipeg Jets,4,away win REG,6.182533438237608
2017020403,C,Carolina Hurricanes,2,Florida Panthers,16,home win OT,4.479150275373722
2017020403,D,Carolina Hurricanes,7,Florida Panthers,6,home win OT,6.016522423288749
2017020403,W,Carolina Hurricanes,11,Florida Panthers,4,home win OT,6.182533438237608
2017020826,C,Buffalo Sabres,4,New York Islanders,2,home win REG,4.479150275373722
2017020826,D,Buffalo Sabres,2,New York Islanders,2,home win REG,6.016522423288749
2017020826,W,Buffalo Sabres,0,New York Islanders,0,home win REG,6.182533438237608
2017021017,C,Dallas Stars,2,Ottawa Senators,0,away win OT,4.479150275373722
2017021017,D,Dallas Stars,2,Ottawa Senators,2,away win OT,6.016522423288749
2017021017,W,Dallas Stars,0,Ottawa Senators,6,away win OT,6.182533438237608
2017020932,C,Philadelphia Flyers,4,Columbus Blue Jackets,4,home win REG,4.479150275373722
2017020932,D,Philadelphia Flyers,0,Columbus Blue Jackets,2,home win REG,6.016522423288749
2017020932,W,Philadelphia Flyers,0,Columbus Blue Jackets,2,home win REG,6.182533438237608
2017021189,C,Vegas Golden Knights,2,Arizona Coyotes,6,away win REG,4.479150275373722
2017021189,D,Vegas Golden Knights,0,Arizona Coyotes,2,away win REG,6.016522423288749
2017021189,W,Vegas Golden Knights,4,Arizona Coyotes,2,away win REG,6.182533438237608
2017020962,C,Anaheim Ducks,0,Edmonton Oilers,0,away win SO,4.479150275373722
2017020962,D,Anaheim Ducks,2,Edmonton Oilers,4,away win SO,6.016522423288749
2017020962,W,Anaheim Ducks,2,Edmonton Oilers,2,away win SO,6.182533438237608
2017020205,C,St Louis Blues,2,Toronto Maple Leafs,6,home win REG,4.479150275373722
2017020205,D,St Louis Blues,2,Toronto Maple Leafs,0,home win REG,6.016522423288749
2017020205,W,St Louis Blues,2,Toronto Maple Leafs,0,home win REG,6.182533438237608
2017020867,C,Philadelphia Flyers,4,New Jersey Devils,2,away win SO,4.479150275373722
2017020867,D,Philadelphia Flyers,2,New Jersey Devils,0,away win SO,6.016522423288749
2017020867,W,Philadelphia Flyers,2,New Jersey Devils,8,away win SO,6.182533438237608
2017020009,C,Detroit Red Wings,0,Minnesota Wild,6,home win REG,4.479150275373722
2017020009,D,Detroit Red Wings,4,Minnesota Wild,2,home win REG,6.016522423288749
2017020009,W,Detroit Red Wings,2,Minnesota Wild,2,home win REG,6.182533438237608
2017020494,C,Detroit Red Wings,0,Toronto Maple Leafs,2,home win REG,4.479150275373722
2017020494,D,Detroit Red Wings,6,Toronto Maple Leafs,2,home win REG,6.016522423288749
2017020494,W,Detroit Red Wings,0,Toronto Maple Leafs,4,home win REG,6.182533438237608
2017020761,C,Boston Bruins,2,Anaheim Ducks,8,away win REG,4.479150275373722
2017020761,D,Boston Bruins,4,Anaheim Ducks,2,away win REG,6.016522423288749
2017020761,W,Boston Bruins,0,Anaheim Ducks,0,away win REG,6.182533438237608
2017020993,C,Carolina Hurricanes,4,New Jersey Devils,2,home win REG,4.479150275373722
2017020993,D,Carolina Hurricanes,2,New Jersey Devils,0,home win REG,6.016522423288749
2017020993,W,Carolina Hurricanes,0,New Jersey Devils,0,home win REG,6.182533438237608
2017020349,C,Montreal Canadiens,2,Buffalo Sabres,2,home win REG,4.479150275373722
2017020349,D,Montreal Canadiens,0,Buffalo Sabres,0,home win REG,6.016522423288749
2017020349,W,Montreal Canadiens,2,Buffalo Sabres,2,home win REG,6.182533438237608
2017020345,C,Dallas Stars,0,Calgary Flames,2,home win REG,4.479150275373722
2017020345,D,Dallas Stars,4,Calgary Flames,8,home win REG,6.016522423288749
2017020345,W,Dallas Stars,4,Calgary Flames,0,home win REG,6.182533438237608
2017020570,C,Tampa Bay Lightning,2,Montreal Canadiens,4,home win REG,4.479150275373722
2017020570,D,Tampa Bay Lightning,4,Montreal Canadiens,4,home win REG,6.016522423288749
2017020570,W,Tampa Bay Lightning,2,Montreal Canadiens,6,home win REG,6.182533438237608
2017021060,C,Calgary Flames,2,New York Islanders,4,away win REG,4.479150275373722
2017021060,D,Calgary Flames,0,New York Islanders,2,away win REG,6.016522423288749
2017021060,W,Calgary Flames,5,New York Islanders,7,away win REG,6.182533438237608
2017020132,C,Nashville Predators,0,Calgary Flames,6,away win SO,4.479150275373722
2017020132,D,Nashville Predators,4,Calgary Flames,0,away win SO,6.016522423288749
2017020132,W,Nashville Predators,4,Calgary Flames,0,away win SO,6.182533438237608
2017020381,C,Washington Capitals,0,Los Angeles Kings,2,away win REG,4.479150275373722
2017020381,D,Washington Capitals,2,Los Angeles Kings,2,away win REG,6.016522423288749
2017020381,W,Washington Capitals,0,Los Angeles Kings,0,away win REG,6.182533438237608
2017020847,C,Carolina Hurricanes,2,Colorado Avalanche,0,home win REG,4.479150275373722
2017020847,D,Carolina Hurricanes,0,Colorado Avalanche,4,home win REG,6.016522423288749
2017020847,W,Carolina Hurricanes,6,Colorado Avalanche,2,home win REG,6.182533438237608
2017021215,C,Arizona Coyotes,2,St Louis Blues,2,home win REG,4.479150275373722
2017021215,D,Arizona Coyotes,7,St Louis Blues,0,home win REG,6.016522423288749
2017021215,W,Arizona Coyotes,0,St Louis Blues,9,home win REG,6.182533438237608
2017020319,C,Buffalo Sabres,0,Minnesota Wild,0,away win REG,4.479150275373722
2017020319,D,Buffalo Sabres,4,Minnesota Wild,6,away win REG,6.016522423288749
2017020319,W,Buffalo Sabres,2,Minnesota Wild,0,away win REG,6.182533438237608
2017020393,C,St Louis Blues,2,Los Angeles Kings,4,away win REG,4.479150275373722
2017020393,D,St Louis Blues,2,Los Angeles Kings,4,away win REG,6.016522423288749
2017020393,W,St Louis Blues,4,Los Angeles Kings,2,away win REG,6.182533438237608
2017020660,C,Toronto Maple Leafs,2,Ottawa Senators,2,away win REG,4.479150275373722
2017020660,D,Toronto Maple Leafs,0,Ottawa Senators,2,away win REG,6.016522423288749
2017020660,W,Toronto Maple Leafs,0,Ottawa Senators,2,away win REG,6.182533438237608
2017020098,C,Columbus Blue Jackets,0,Tampa Bay Lightning,0,away win REG,4.479150275373722
2017020098,D,Columbus Blue Jackets,2,Tampa Bay Lightning,2,away win REG,6.016522423288749
2017020098,W,Columbus Blue Jackets,2,Tampa Bay Lightning,4,away win REG,6.182533438237608
2017020929,C,Vegas Golden Knights,0,Calgary Flames,2,home win REG,4.479150275373722
2017020929,D,Vegas Golden Knights,2,Calgary Flames,5,home win REG,6.016522423288749
2017020929,W,Vegas Golden Knights,7,Calgary Flames,6,home win REG,6.182533438237608
2017020504,C,Arizona Coyotes,0,Pittsburgh Penguins,2,away win REG,4.479150275373722
2017020504,D,Arizona Coyotes,4,Pittsburgh Penguins,4,away win REG,6.016522423288749
2017020504,W,Arizona Coyotes,6,Pittsburgh Penguins,0,away win REG,6.182533438237608
2017020809,C,New York Islanders,6,Nashville Predators,2,away win OT,4.479150275373722
2017020809,D,New York Islanders,0,Nashville Predators,8,away win OT,6.016522423288749
2017020809,W,New York Islanders,2,Nashville Predators,0,away win OT,6.182533438237608
2017020251,C,Montreal Canadiens,2,Buffalo Sabres,2,home win OT,4.479150275373722
2017020251,D,Montreal Canadiens,5,Buffalo Sabres,5,home win OT,6.016522423288749
2017020251,W,Montreal Canadiens,4,Buffalo Sabres,0,home win OT,6.182533438237608
2017020061,C,Calgary Flames,6,Ottawa Senators,2,away win REG,4.479150275373722
2017020061,D,Calgary Flames,2,Ottawa Senators,5,away win REG,6.016522423288749
2017020061,W,Calgary Flames,9,Ottawa Senators,4,away win REG,6.182533438237608
2017020604,C,Philadelphia Flyers,2,Pittsburgh Penguins,2,away win REG,4.479150275373722
2017020604,D,Philadelphia Flyers,5,Pittsburgh Penguins,9,away win REG,6.016522423288749
2017020604,W,Philadelphia Flyers,2,Pittsburgh Penguins,2,away win REG,6.182533438237608
2017020056,C,Arizona Coyotes,2,Detroit Red Wings,8,away win REG,4.479150275373722
2017020056,D,Arizona Coyotes,2,Detroit Red Wings,5,away win REG,6.016522423288749
2017020056,W,Arizona Coyotes,7,Detroit Red Wings,2,away win REG,6.182533438237608
2017020716,C,Nashville Predators,0,Florida Panthers,7,home win REG,4.479150275373722
2017020716,D,Nashville Predators,0,Florida Panthers,5,home win REG,6.016522423288749
2017020716,W,Nashville Predators,12,Florida Panthers,0,home win REG,6.182533438237608
2017020990,C,San Jose Sharks,0,Chicago Blackhawks,0,home win REG,4.479150275373722
2017020990,D,San Jose Sharks,2,Chicago Blackhawks,2,home win REG,6.016522423288749
2017020990,W,San Jose Sharks,0,Chicago Blackhawks,0,home win REG,6.182533438237608
2017020908,C,Columbus Blue Jackets,0,Pittsburgh Penguins,2,away win REG,4.479150275373722
2017020908,D,Columbus Blue Jackets,0,Pittsburgh Penguins,0,away win REG,6.016522423288749
2017020908,W,Columbus Blue Jackets,0,Pittsburgh Penguins,0,away win REG,6.182533438237608
2017020446,C,Detroit Red Wings,0,St Louis Blues,2,away win REG,4.479150275373722
2017020446,D,Detroit Red Wings,4,St Louis Blues,2,away win REG,6.016522423288749
2017020446,W,Detroit Red Wings,2,St Louis Blues,2,away win REG,6.182533438237608
2017020775,C,Washington Capitals,0,Philadelphia Flyers,2,home win REG,4.479150275373722
2017020775,D,Washington Capitals,2,Philadelphia Flyers,9,home win REG,6.016522423288749
2017020775,W,Washington Capitals,5,Philadelphia Flyers,0,home win REG,6.182533438237608
2017020566,C,Winnipeg Jets,0,Edmonton Oilers,0,home win REG,4.479150275373722
2017020566,D,Winnipeg Jets,0,Edmonton Oilers,6,home win REG,6.016522423288749
2017020566,W,Winnipeg Jets,0,Edmonton Oilers,2,home win REG,6.182533438237608
2017020162,C,St Louis Blues,2,Columbus Blue Jackets,0,home win REG,4.479150275373722
2017020162,D,St Louis Blues,2,Columbus Blue Jackets,0,home win REG,6.016522423288749
